epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
50,674.031,1.08111,0.70895,1.30433,0.53265,0.39634,0.35038,0.11699,2.65296,2.21451,3.05034,0.000383,0.000383,0.000383
51,702.241,1.147,0.71475,1.37682,0.58153,0.29268,0.30608,0.10776,2.68553,2.43663,3.05782,0.00035,0.00035,0.00035
52,715.679,1.13891,0.69375,1.35838,0.44922,0.33537,0.30108,0.09515,2.66818,2.42052,3.03734,0.000317,0.000317,0.000317
53,729.052,1.09189,0.66782,1.32653,0.47937,0.35366,0.31045,0.09944,2.68426,2.36111,3.06893,0.000284,0.000284,0.000284
54,742.495,1.07621,0.64537,1.31255,0.41978,0.36585,0.33143,0.10285,2.67466,2.353,3.06562,0.000251,0.000251,0.000251
55,755.864,1.07645,0.64899,1.31346,0.51845,0.30488,0.29529,0.09838,2.68904,2.41835,3.08351,0.000218,0.000218,0.000218
56,769.313,1.05022,0.61928,1.29614,0.46792,0.32317,0.32899,0.10012,2.69336,2.42226,3.14885,0.000185,0.000185,0.000185
57,782.731,1.05837,0.62534,1.29056,0.52131,0.29268,0.29787,0.0963,2.70035,2.4347,3.12214,0.000152,0.000152,0.000152
58,796.148,1.0497,0.62305,1.29281,0.5763,0.31098,0.33874,0.10823,2.64169,2.34265,3.04969,0.000119,0.000119,0.000119
59,809.575,1.03214,0.60661,1.2841,0.41531,0.35366,0.31444,0.1006,2.68536,2.41827,3.1325,8.6e-05,8.6e-05,8.6e-05
60,823.051,1.03427,0.6087,1.26855,0.53789,0.31098,0.33223,0.11084,2.64086,2.36478,3.08122,5.3e-05,5.3e-05,5.3e-05
